,game_year,pitcher,player_name,diff_rv,slot_rarity
26,2023,502083,"McAllister, Zach",5.399459238997566e-05,0.004083677059475352
27,2023,502085,"Robertson, David",-0.000275764907048021,0.17159364347614225
28,2023,502171,"Cobb, Alex",0.0007401743949264929,0.17763104635731633
29,2023,502179,"Espino, Paolo",0.0009013299889122216,0.13516430275624172
30,2023,502202,"Boxberger, Brad",0.0005784074551269549,0.14652245459566746
31,2023,502624,"Anderson, Chase",-6.684869591947528e-05,0.15667891920596433
32,2023,506433,"Darvish, Yu",4.647794156872992e-05,0.1687380196349198
33,2023,518397,"Alexander, Scott",0.00038229694183631213,0.16177363878680784
34,2023,518489,"Brasier, Ryan",-0.000177870653869781,0.16638939349740645
35,2023,518516,"Bumgarner, Madison",0.0001312102361683215,0.07759493686886881
36,2023,518585,"Cruz, Fernando",-0.00020051671032436349,0.16825906820294723
37,2023,518617,"Diekman, Jake",-0.00023692865010283373,0.0420683711408663
38,2023,518876,"Kelly, Merrill",-1.8929279207351856e-07,0.07967601031398444
39,2023,518886,"Kimbrel, Craig",-0.00016736813675351995,0.06758422798226747
40,2023,519043,"Moore, Matt",0.00020510566385118764,0.16330601328507338
41,2023,519151,"Pressly, Ryan",0.00021572894401193017,0.042469065179499284
42,2023,519242,"Sale, Chris",-0.0005742556002723453,0.01822418053920531
43,2023,519293,"Smith, Will",-0.00016031438204865088,0.16312703202873893
44,2023,523260,"Kelly, Joe",-0.00015998899407570732,0.10958666438307697
45,2023,527048,"Pérez, Martín",-0.00016790884888950934,0.16268018628755773
46,2023,527054,"Teheran, Julio",7.612048435893471e-05,0.05291021770649994
47,2023,541640,"Ramírez, Erasmo",-0.00026096771807489417,0.15876113655848942
48,2023,542585,"Cisnero, José",-6.089986409111698e-05,0.09857592578172239
49,2023,542881,"Anderson, Tyler",0.00012201291194616032,0.09666407104979917
50,2023,542888,"Armstrong, Shawn",0.00017784908208430688,0.17119334238210504
51,2023,542914,"Bass, Anthony",-2.329304886303339e-05,0.10440211042200291
52,2023,542947,"Bleier, Richard",5.5275569881642556e-05,0.09430139990127318
53,2023,543037,"Cole, Gerrit",-3.1353833460103376e-06,0.17298056593307676
54,2023,543056,"Coulombe, Danny",-5.232429733623815e-05,0.06848126787657904
55,2023,543101,"DeSclafani, Anthony",6.940475121396411e-05,0.14732841490397308
56,2023,543135,"Eovaldi, Nathan",-1.6934659812941843e-05,0.12610494507982792
57,2023,543243,"Gray, Sonny",-2.168504325127584e-05,0.14091498206248626
58,2023,543272,"Hand, Brad",-0.00017625435270361928,0.1400398137150156
59,2023,543294,"Hendricks, Kyle",-0.00019857139123808062,0.1665458709798682
60,2023,543351,"Jackson, Jay",-0.00019045869490999298,0.11341791582495327
61,2023,543475,"Lyles, Jordan",-6.846886190504386e-05,0.16849593328491708
62,2023,543507,"May, Trevor",-0.00011526588014014311,0.1727094567096367
63,2023,543518,"McGough, Scott",1.0201229290434264e-05,0.15780484165682754
64,2023,543521,"McHugh, Collin",-0.0003683500676241981,0.07037126495953058
65,2023,543548,"Milone, Tommy",0.0005481136079193751,0.1509677208379037
66,2023,543766,"Shaw, Bryan",-5.101842070866872e-05,0.15973759687996267
67,2023,543859,"Tonkin, Michael",-0.00010717976086169962,0.020531971057735198
68,2023,543901,"Weber, Ryan",0.0010909008143222781,0.02231789563505401
69,2023,544727,"Familia, Jeurys",0.00023394250441947153,0.15516915269275897
70,2023,547179,"Lorenzen, Michael",-0.00015548686857791145,0.17533169371636484
71,2023,547184,"Kelly, Michael",-0.00022163330665692113,0.15728299421405345
72,2023,547943,"Ryu, Hyun Jin",-0.0004436290735757689,0.16498612041352817
73,2023,547973,"Chapman, Aroldis",0.0003393816690322382,0.12807362296596514
74,2023,548384,"Raley, Brooks",0.000548487712484444,0.12847837144888677
75,2023,548389,"Stripling, Ross",-0.00026675459135560735,0.015425982020009707
76,2023,552640,"Kittredge, Andrew",8.553883705600508e-05,0.17189074616141303
77,2023,554340,"García, Yimi",0.00011023900780957867,0.07111020521082001
78,2023,554430,"Wheeler, Zack",2.10277855309371e-06,0.10948528657507328
79,2023,570257,"Rodríguez, Joely",0.0003395414656891992,0.11370215053856374
80,2023,570632,"Ureña, José",-0.0003137207887204789,0.14560519776837108
81,2023,570666,"Cessa, Luis",0.00029401613384441317,0.1651984697286136
82,2023,571479,"Bellatti, Andrew",3.243983311379382e-05,0.09081471814425307
83,2023,571510,"Boyd, Matthew",-0.00029541727869566254,0.06474757642652589
84,2023,571539,"Carasiti, Matt",3.81901010677854e-05,0.1456578195171228
85,2023,571578,"Corbin, Patrick",-0.0001761259685901777,0.17554780018185956
86,2023,571656,"Farmer, Buck",0.00013194495247128882,0.12578303435883864
87,2023,571670,"Floro, Dylan",0.0002309654327094413,0.15666040040190468
88,2023,571760,"Heaney, Andrew",-4.952685475227689e-05,0.09480462369775718
89,2023,571863,"Koch, Matt",9.133438336663728e-05,0.1688276613221328
90,2023,571882,"Law, Derek",-0.0003559322110801598,0.12087442336022557
91,2023,571901,"Loup, Aaron",0.00014184363717224487,0.009749501520121724
92,2023,571927,"Matz, Steven",-9.713299166192607e-05,0.1428459123945028
93,2023,571945,"Mikolas, Miles",-0.00026966391965053293,0.14120298740107498
94,2023,571946,"Miller, Shelby",0.00023765780038725724,0.15796009286311374
95,2023,571948,"Milner, Hoby",-0.0003805993891159025,0.0030912613869546585
96,2023,572020,"Paxton, James",-0.0004982679589756261,0.1581319221631009
97,2023,572193,"Tepera, Ryan",3.0657463709759076e-05,0.17373233209911487
98,2023,572403,"VerHagen, Drew",-0.00022176197115333365,0.1355110248862072
99,2023,572955,"Johnson, Pierce",-1.9638428680179808e-05,0.16415242145552875
100,2023,572971,"Keuchel, Dallas",0.00045739732821889375,0.16989449140369206
101,2023,573009,"Mantiply, Joe",0.00041807392531366394,0.03107937901670201
102,2023,573124,"Rogers, Taylor",5.6616612522506345e-06,0.1037649393872914
103,2023,573186,"Stroman, Marcus",0.00026034911420727975,0.13920875583880296
104,2023,573204,"Thielbar, Caleb",0.0004919121579572072,0.1080228956367914
105,2023,579328,"Kikuchi, Yusei",-0.0003670845655600578,0.1563605456059555
106,2023,592094,"Adam, Jason",0.000749934574126711,0.10256996502595658
107,2023,592229,"Covey, Dylan",8.110647390354316e-06,0.11021591904705201
108,2023,592254,"De León, José",0.0003139302512518233,0.112306175110838
109,2023,592332,"Gausman, Kevin",3.6376151698838026e-05,0.16635012701386923
110,2023,592351,"Gray, Jon",-0.00022836263695851143,0.10294711302810852
111,2023,592426,"Jackson, Luke",0.0004262733999152761,0.09428423010644006
112,2023,592454,"Kahnle, Tommy",0.00011201425504971848,0.14023446314032728
113,2023,592741,"Shreve, Chasen",-0.00033150045699526003,0.12106834551078864
114,2023,592767,"Smyly, Drew",4.803165403926312e-05,0.15427977015277727
115,2023,592773,"Stanek, Ryne",0.00036200074107042314,0.15792934829648278
116,2023,592779,"Stewart, Brock",0.0001102753903058667,0.0914375128634733
117,2023,592789,"Syndergaard, Noah",-0.00030747446956505596,0.17725527580501557
118,2023,592791,"Taillon, Jameson",-8.755768951019204e-05,0.17030687918697449
119,2023,592826,"Velasquez, Vince",0.00026914841692621293,0.160889919483229
120,2023,592836,"Walker, Taijuan",0.00012649991922087435,0.16977586573505807
121,2023,592848,"Weiss, Zack",0.00019767471097029686,0.1493057219859426
122,2023,592866,"Williams, Trevor",-0.0001807195309693072,0.034945176518147374
123,2023,593334,"Germán, Domingo",0.00010929822729440374,0.11477388353473658
124,2023,593576,"Neris, Héctor",0.0006646430483469955,0.1700478571254817
125,2023,593619,"Tapia, Domingo",-0.00026197509387975554,0.14997670123327292
126,2023,593833,"Suero, Wander",-0.0006335064888864191,0.1733680664317699
127,2023,593958,"Rodriguez, Eduardo",-0.00023292111409680186,0.16467413036077913
128,2023,593974,"Peralta, Wandy",0.00045829295287920627,0.16761895333171792
129,2023,594577,"Mayers, Mike",-0.0001507245387878168,0.17805496191560952
130,2023,594580,"Moll, Sam",9.329321258757787e-06,0.03651097761900069
131,2023,594798,"deGrom, Jacob",0.0002543844950378362,0.16022518230652577
132,2023,594835,"Gonzales, Marco",-0.0003074293171390231,0.15646084392527818
133,2023,594902,"Lively, Ben",-0.00021551739406704454,0.1474012426874715
134,2023,594943,"Neal, Zach",-5.45374990987597e-05,0.10486321908090146
135,2023,595345,"Okert, Steven",8.51381954346823e-05,0.1171647685810454
136,2023,595411,"Sherriff, Ryan",0.0002558377528518362,0.02736702726124409
137,2023,595928,"Curtiss, John",-0.00024657381226161884,0.17204380708434305
138,2023,596001,"Junis, Jakob",-0.00039499537421336503,0.11344483708691039
139,2023,596057,"Norris, Daniel",-0.000502401180634082,0.12533598885474487
140,2023,596112,"Stephenson, Robert",-0.000421672074783474,0.14058999011050938
141,2023,596133,"Weaver, Luke",-0.00042463525030289715,0.15076699306082325
142,2023,596271,"Lawrence, Casey",-0.0002865537227244988,0.04609957489573175
143,2023,596295,"Gomber, Austin",-0.0003077413915407094,0.08694343096970376
144,2023,598264,"Barnes, Matt",0.00037625617475422655,0.1505625708981703
145,2023,598286,"Ramirez, Nick",0.00014472978524008283,0.1275841690367457
146,2023,600917,"Leclerc, José",0.00038680692603452094,0.15653775029623374
147,2023,600921,"Machado, Andrés",-0.00031182904991514175,0.1395468170044553
148,2023,601713,"Pivetta, Nick",0.0009136700514334911,0.07150534428199343
149,2023,605130,"Barlow, Scott",0.0003168118268797033,0.09784905701154326
150,2023,605135,"Bassitt, Chris",-5.971337658639655e-05,0.1582711369663481
151,2023,605151,"Bradley, Archie",-0.0004346023101752795,0.17716851380046925
152,2023,605154,"Brebbia, John",0.0002598527115325774,0.16786350910307013
153,2023,605155,"Brewer, Colten",-8.535200825527342e-05,0.16773576308926733
154,2023,605177,"Chafin, Andrew",1.978677018460148e-07,0.13744549070807893
155,2023,605182,"Clevinger, Mike",-5.0991113713530454e-05,0.1624152930896656
156,2023,605200,"Davies, Zach",-0.00029010176119994213,0.14752892626203948
157,2023,605218,"Edwards Jr., Carl",2.06591246323085e-05,0.08869326045847507
158,2023,605242,"Fulmer, Michael",0.00028536425997130823,0.16619056261206994
159,2023,605280,"Holmes, Clay",0.0009146203781044078,0.15714762762747894
160,2023,605288,"Houser, Adrian",7.226351364349427e-06,0.16889680696365345
161,2023,605347,"López, Jorge",5.394199271161491e-05,0.13799724824700293
162,2023,605397,"Musgrove, Joe",4.648737952480313e-05,0.15277868288826674
163,2023,605400,"Nola, Aaron",-8.67999198880818e-05,0.05413549956444526
164,2023,605447,"Romano, Jordan",0.00027940795190026246,0.1349496745132589
165,2023,605463,"Scott, Tayler",-0.00044265389152969956,0.03303202857714932
166,2023,605483,"Snell, Blake",3.0707706393669336e-06,0.05307691862849308
167,2023,605488,"Springs, Jeffrey",0.00044019374010522674,0.1523167750903189
168,2023,605498,"Suárez, Andrew",-0.0007866692235375977,0.1319479316972418
169,2023,605513,"Turnbull, Spencer",0.0002437194617930618,0.07617713414662824
170,2023,605540,"Woodruff, Brandon",0.00017326521085172448,0.17540255646914665
171,2023,606149,"Gallegos, Giovanny",-0.000347596622510804,0.06060494431163418
172,2023,606160,"Montero, Rafael",-0.00034577664537435493,0.14636991467702926
173,2023,606303,"Payamps, Joel",-8.410366447555625e-05,0.10263372366474352
174,2023,606930,"Barnes, Jacob",0.0004112834780014282,0.16863317754623888
175,2023,606965,"Devenski, Chris",0.0002163297042533258,0.17293146355631003
176,2023,607067,"Rea, Colin",-0.0001368231905884672,0.15997482186127746
177,2023,607074,"Rodón, Carlos",5.409540329824783e-05,0.14702246783403763
178,2023,607179,"Weems, Jordan",-0.00021048552195499076,0.12856471462734048
179,2023,607192,"Glasnow, Tyler",5.6610434541088254e-05,0.0734424574806859
180,2023,607237,"Garrett, Amir",-0.0004599063640107605,0.15994285331794925
181,2023,607259,"Martinez, Nick",0.00033256161997809413,0.05152685749075441
182,2023,607359,"Patton, Spencer",-2.3560395903764492e-05,0.1090916276396262
183,2023,607455,"Banda, Anthony",2.050941234774494e-05,0.16748267695563918
184,2023,607457,"Barraclough, Kyle",2.99475841224656e-05,0.1473938627816636
185,2023,607481,"Bummer, Aaron",-0.0005163342229347039,0.01044046189044626
186,2023,607536,"Freeland, Kyle",-0.00017313679782769934,0.06739820525052856
187,2023,607625,"Lugo, Seth",0.0003369097529756798,0.16492078741056865
188,2023,607644,"Means, John",0.00015479180118119123,0.1373510162549391
189,2023,607755,"Vasquez, Andrew",0.0003908773797266496,0.048070529555706745
190,2023,607968,"Rucinski, Drew",0.0001300868249946466,0.16657378529170924
191,2023,608032,"Estévez, Carlos",-9.024051405532477e-05,0.1666994991891283
192,2023,608328,"De Jong, Chase",0.00011892979949036779,0.09338439633642891
193,2023,608331,"Fried, Max",9.456111218860175e-06,0.12522463251607863
194,2023,608334,"Fulmer, Carson",-0.0002056927828176409,0.16837683223551175
195,2023,608337,"Giolito, Lucas",9.753855672588519e-07,0.11103178251259672
196,2023,608344,"Irvin, Cole",-0.000393485685113319,0.17297429422718422
197,2023,608371,"Sims, Lucas",0.0007944703406913841,0.16791343410157683
198,2023,608379,"Wacha, Michael",5.856173989958312e-05,0.09274991944327302
199,2023,608566,"Márquez, Germán",-0.00023374359670818657,0.16783681323946856
200,2023,608638,"Chargois, JT",0.0001241264671489998,0.07301233415987785
201,2023,608665,"Graveman, Kendall",-5.272471575149119e-05,0.1661221797533404
202,2023,608678,"Leone, Dominic",-0.0001917279953263681,0.17029211158747853
203,2023,608717,"Stratton, Chris",0.0002626573145016884,0.16154516415671152
204,2023,608718,"Suter, Brent",-0.0007382126972211583,0.09495298281163714
205,2023,608723,"Voth, Austin",0.0004290584496258347,0.1467505083351796
206,2023,611093,"Bracho, Silvino",-0.0005382991808182996,0.17084179588838294
207,2023,612434,"Castro, Miguel",5.314108868763034e-05,0.031212152608761343
208,2023,613534,"Adams, Austin",-1.4823246767587521e-06,0.01755827584836133
209,2023,614179,"Ruiz, José",0.0001509673880034616,0.16825632515472289
210,2023,615698,"Quantrill, Cal",-8.136914680926795e-05,0.15282337664638115
211,2023,621016,"Cuas, Jose",-1.4708457618499606e-06,0.004400813541738184
212,2023,621051,"Wilson, Steven",0.000469913645058542,0.14536577720630348
213,2023,621057,"Garza, Justin",-2.404671067914161e-05,0.17175584428484025
214,2023,621074,"Rucker, Michael",0.0001783009600651068,0.16558523425942198
215,2023,621076,"Kaprielian, James",-0.00017266039184764593,0.13009644042620022
216,2023,621107,"Eflin, Zach",4.780775312511081e-05,0.126025968952943
217,2023,621112,"Blackburn, Paul",-7.331038200312123e-08,0.1306679412810049
218,2023,621237,"Alvarado, José",4.0000153643812235e-05,0.023198256481582125
219,2023,621244,"Berríos, José",-0.0001949958281607763,0.17657198667922075
220,2023,621249,"Underwood Jr., Duane",-0.0005973418499474174,0.16996712479506854
221,2023,621294,"Heller, Ben",-0.00030002151414403364,0.039466981588591084
222,2023,621295,"Wittgren, Nick",3.044530264906462e-05,0.12518933573939064
223,2023,621345,"Minter, A.J.",-6.72603832580898e-05,0.17276576564590457
224,2023,621363,"Poche, Colin",0.0007815921670521917,0.013382266072941284
225,2023,621366,"Borucki, Ryan",-6.592538099226324e-05,0.08447178425226945
226,2023,621368,"Hearn, Taylor",-0.00022503468395425018,0.16603220032464694
227,2023,621381,"Strahm, Matt",0.00015408268932735788,0.12512508727317712
228,2023,621383,"Banks, Tanner",0.00021124710780125126,0.13529966847923428
229,2023,621389,"Blach, Ty",-0.00012648349485237944,0.049060931143185695
230,2023,622065,"Young, Alex",8.999118193711068e-05,0.10482523858864956
231,2023,622072,"Wood, Alex",3.867071029312132e-05,0.03438585588479056
232,2023,622075,"Almonte, Yency",0.0002011547186087464,0.16697876031301562
233,2023,622098,"Smith, Drew",0.0003607877320424731,0.1729213401459194
234,2023,622103,"Reyes, Gerardo",0.0006977524698036751,0.0645228914858749
235,2023,622250,"Sborz, Josh",0.000161455422528166,0.13661525511999542
236,2023,622251,"Staumont, Josh",-0.00037647660951243455,0.043865211431641134
237,2023,622259,"Wingenter, Trey",-1.63203449194944e-05,0.13844996732919074
238,2023,622491,"Castillo, Luis",0.0001369818438315123,0.03385510179189692
239,2023,622503,"Crismatt, Nabil",6.289269085958617e-05,0.15367927896875586
240,2023,622554,"Domínguez, Seranthony",3.178764726652994e-05,0.09730493857435205
241,2023,622608,"Senzatela, Antonio",-0.0005055070821347512,0.16226454138801436
242,2023,622663,"Severino, Luis",-0.00032496650891784,0.16902166921153586
243,2023,622766,"Díaz, Miguel",0.0003289888022279498,0.15942628822817773
244,2023,622772,"Cordero, Jimmy",8.934500731244246e-05,0.1400061438628951
245,2023,622780,"Perdomo, Angel",0.0003796635616427263,0.1691228152450459
246,2023,623149,"Sewald, Paul",0.0007502021425288987,0.03039521813006218
247,2023,623167,"Flexen, Chris",6.121858363032877e-06,0.005874288686994027
248,2023,623211,"Brazobán, Huascar",4.0666213006374895e-05,0.14942289923394272
249,2023,623352,"Hader, Josh",-0.000326532509988254,0.1322897351723029
250,2023,623433,"Anderson, Nick",-1.6998421019226578e-05,0.10291470252165327
251,2023,623437,"Topa, Justin",0.00010639648270524211,0.0143574334726561
252,2023,623451,"Stephens, Jackson",5.7517481253655896e-05,0.1706099913233552
253,2023,623465,"Phillips, Evan",-0.00033970212793514256,0.06950398669394765
254,2023,623474,"Herget, Jimmy",0.00010512272296964162,0.004741248869054788
255,2023,624133,"Suárez, Ranger",4.5711791295008484e-05,0.16823563829552993
256,2023,624522,"Thompson, Keegan",0.0006424916965170213,0.17675432719260523
257,2023,624647,"González, Victor",6.795417628564057e-05,0.05529964809905373
258,2023,625643,"López, Reynaldo",-0.00044816502074175243,0.17380823328872128
259,2023,628317,"Maeda, Kenta",7.76972393673377e-05,0.17363487903025776
260,2023,628452,"Iglesias, Raisel",-0.0002642185286317768,0.11925757764549609
261,2023,628708,"Marte, Yunior",-0.00012776025882528462,0.12009651024890171
262,2023,628711,"Urías, Julio",0.0002853050374290269,0.16186777847859318
263,2023,630023,"Chirinos, Yonny",0.0003320241441879928,0.15222445847453625
264,2023,640444,"Crowe, Wil",7.990841518270917e-06,0.141648964090724
265,2023,640448,"Finnegan, Kyle",-0.00047321580377374177,0.12185607798947075
266,2023,640451,"Harvey, Hunter",-3.447159827460495e-05,0.16282229953660884
267,2023,640454,"Krook, Matt",0.0005509739596579919,0.143932166856809
268,2023,640455,"Manaea, Sean",-0.00024694378240449244,0.08862871351300738
269,2023,640462,"Puk, A.J.",-0.00015182937135055117,0.060725777060507746
270,2023,640470,"Alzolay, Adbert",-0.00022470001411097813,0.17535084597085657
271,2023,641154,"López, Pablo",3.043163765901045e-05,0.1475613630924893
272,2023,641302,"Alexander, Tyler",-1.9644946587839783e-05,0.17086505497820728
273,2023,641329,"Baker, Bryan",0.0003743124098712538,0.041822895682638625
274,2023,641360,"Bickford, Phil",0.000361811461366674,0.08888047348195084
275,2023,641401,"Brogdon, Connor",0.00011648735838616644,0.12621798398160688
276,2023,641427,"Busenitz, Alan",-0.0005780580978005727,0.1603106131878523
277,2023,641482,"Cortes, Nestor",0.0006848932854792448,0.11576689673486856
278,2023,641540,"Dunning, Dane",-6.486222614343463e-05,0.16303639967430478
279,2023,641585,"France, J.P.",0.00035184232781899195,0.17249515759841602
280,2023,641627,"Gott, Trevor",-0.000184629204981925,0.13301773277695775
281,2023,641656,"Hamilton, Ian",-0.0001960632051234978,0.17211900924690401
282,2023,641672,"Hatch, Thomas",6.034219855183563e-05,0.168015503466506
283,2023,641703,"Honeywell, Brent",-6.861173021497589e-05,0.1687063113358559
284,2023,641712,"Hudson, Dakota",-0.00010085751419242045,0.1710068171367616
285,2023,641729,"Jiménez, Joe",0.0003239059383095921,0.13873390156848953
286,2023,641743,"Kay, Anthony",-0.00032899362683500407,0.1418175384347623
287,2023,641745,"Keller, Brad",0.0003361089107822711,0.16704946586464844
288,2023,641755,"Kinley, Tyler",-0.0003554435950816557,0.1587229977954068
289,2023,641771,"Kuhl, Chad",-0.00018649899970852945,0.17091644592093208
290,2023,641778,"Lauer, Eric",-0.0005386200457628596,0.1694088788888648
291,2023,641793,"Littell, Zack",-6.490739338984673e-05,0.16910042939867864
292,2023,641816,"Mahle, Tyler",0.00046020498334365485,0.1700629408269687
293,2023,641835,"Mayza, Tim",0.00042835171609253547,0.17513113292205804
294,2023,641871,"Middleton, Keynan",-9.52974663377702e-05,0.16724051978779542
295,2023,641927,"Ober, Bailey",0.0002349853458854214,0.11450553404175054
296,2023,641941,"Pagán, Emilio",0.0002224275841860188,0.17702542686888176
297,2023,642048,"Saucedo, Tayler",0.00016921543652894844,0.06156515419961556
298,2023,642100,"Speier, Gabe",0.0001141063524305234,0.09474184723835544
299,2023,642207,"Williams, Devin",0.0008260109367959316,0.06856205830383064
300,2023,642216,"Winans, Allan",-0.00016337455328478863,0.1268476719278994
301,2023,642231,"Yacabonis, Jimmy",0.000363289591601212,0.11001077817283214
302,2023,642232,"Yarbrough, Ryan",-0.0004361280516417449,0.04388576945871017
303,2023,642239,"Zastryzny, Rob",0.0002992745983575128,0.17426727162303318
304,2023,642397,"Soto, Gregory",-0.0001081075689086019,0.14753682574143176
305,2023,642528,"Loáisiga, Jonathan",0.001056258980130514,0.1491013788607755
306,2023,642545,"Barria, Jaime",0.00010568742382837941,0.07204366017472415
307,2023,642546,"Hernández, Jonathan",-3.91295905301953e-05,0.05845378587913081
308,2023,642547,"Peralta, Freddy",-0.00025192582629857043,0.14582749992065308
309,2023,642585,"Bautista, Félix",0.0006252123280901089,0.021543438000221474
310,2023,642701,"Santana, Dennis",0.00012918255904315694,0.10829866564399455
311,2023,642758,"Acevedo, Domingo",-5.197244336278917e-05,0.11827057282561457
312,2023,642770,"Guerra, Javy",4.355237872634911e-05,0.09105698065556736
313,2023,643256,"Cimber, Adam",0.0004704097805745662,0.0004600743323808447
314,2023,643338,"Green, Chad",0.00027445413786435127,0.17268039290045095
315,2023,643361,"Herget, Kevin",-0.00024665655798480744,0.12749142064688315
316,2023,643377,"Jax, Griffin",-0.00034480429064871385,0.15597284868032926
317,2023,643410,"Leiter Jr., Mark",-0.0004089989495945016,0.1341874096881707
318,2023,643493,"Pruitt, Austin",-0.0003524121112021293,0.06198617415862682
319,2023,643511,"Rogers, Tyler",0.0007605400482420487,0.0006133794630993305
320,2023,645261,"Alcantara, Sandy",8.379726382020049e-05,0.1347158031437359
321,2023,646241,"De Jesus, Enmanuel",-3.5362208736906474e-05,0.1710446303103816
322,2023,646242,"Díaz, Jhonathan",1.558504682804782e-05,0.11570631832106053
323,2023,647315,"Pop, Zach",0.0006647573201054289,0.09032557256727317
324,2023,647336,"Soroka, Michael",-0.00032271625005087456,0.1682268367871123
325,2023,650496,"Mejía, J.C.",0.00019882930117650095,0.07129314839056615
326,2023,650556,"Abreu, Bryan",-5.488830616163047e-05,0.1610277480122231
327,2023,650633,"King, Michael",0.0002340200577141216,0.11443171021995531
328,2023,650644,"Civale, Aaron",0.0002469434145280982,0.1443682055847091
329,2023,650671,"Quijada, José",0.0003372553982637793,0.13520222836615783
330,2023,650893,"Cabrera, Génesis",-0.0002084443650525073,0.15793769019802267
331,2023,650895,"Castillo, Diego",-0.00029368309922002807,0.09714538840632753
332,2023,650911,"Sánchez, Cristopher",0.0009210696953971268,0.08978665816440913
333,2023,650960,"Duarte, Daniel",-4.321982514914631e-05,0.17079051938680198
334,2023,656061,"Abreu, Albert",-0.00015482131924409465,0.1740004600920492
335,2023,656222,"Beeks, Jalen",-9.619980473787651e-05,0.13486058956827432
336,2023,656232,"Bielak, Brandon",0.0001726608391597313,0.15524117985818703
337,2023,656234,"Bird, Jake",-0.00023821645166575094,0.041676959648038525
338,2023,656257,"Brigham, Jeff",5.553610965367784e-05,0.16911890197660742
339,2023,656266,"Bukauskas, J.B.",0.0003894405012936943,0.041158174971125595
340,2023,656271,"Burke, Brock",-0.000501711827204391,0.1707323352020382
341,2023,656288,"Canning, Griffin",0.00011724599577002913,0.15591917907521696
342,2023,656290,"Carlton, Drew",-0.00021078047297062595,0.07254535404856337
343,2023,656302,"Cease, Dylan",0.00023068081881326457,0.09123516393854159
344,2023,656322,"Coonrod, Sam",-0.00044995304767785744,0.10828448660301397
345,2023,656353,"Davidson, Tucker",-0.00010230783065114179,0.0660211024625408
346,2023,656382,"Doyle, Tommy",-0.0008936354889442747,0.1675815657758856
347,2023,656412,"Faedo, Alex",-3.510600095548043e-05,0.11772154948366938
348,2023,656427,"Flaherty, Jack",0.0004064130056889879,0.10243534524792272
349,2023,656457,"Gilbert, Tyler",-4.812251273254248e-05,0.09438129830655725
350,2023,656464,"Ginkel, Kevin",-0.00030747688076555505,0.17438772049025736
351,2023,656529,"Hentges, Sam",6.931832055059809e-05,0.17300646539394055
352,2023,656546,"Hoffman, Jeff",8.505390328702256e-05,0.17418319119348893
353,2023,656557,"Houck, Tanner",-4.354979255680189e-06,0.041486943635884205
354,2023,656578,"Jackson, Andre",-0.00013974684772385775,0.09272511087787398
355,2023,656605,"Keller, Mitch",-3.579933661102721e-05,0.16296455674860197
356,2023,656629,"Kopech, Michael",-0.00011541412110819422,0.16795413021152597
357,2023,656638,"Lange, Alex",0.0005646050476915432,0.16431014925388163
358,2023,656657,"Logue, Zach",-0.00035013717167998917,0.05349367576019885
359,2023,656730,"Megill, Trevor",-2.1636840206429053e-05,0.08821776666766565
360,2023,656731,"Megill, Tylor",-0.0004416139139309668,0.1743799266863327
361,2023,656756,"Montgomery, Jordan",-0.00012820554268659038,0.1543617997020178
362,2023,656786,"Mushinski, Parker",0.0002999640459373397,0.1538355912311002
363,2023,656794,"Newcomb, Sean",5.9271777638423235e-05,0.16074741050239702
